Crop,Temperature,Humidity,Rainfall,SoilMoisture,Pest,RiskPercentage
Grapes,23.416246041548142,98.20144235827568,227.3636527343105,46.107161772795294,Downy Mildew,41.34
Grapes,33.04953739471527,56.532617191173145,197.62744856872123,16.241040698342417,Downy Mildew,51.77
Potato,24.136513523770354,93.85452905090945,236.01052345634946,17.43979847025578,Late Blight,38.51
Rice,34.71481067244028,74.17037179865733,215.88688062863628,39.436576106565994,Stem Borer,35.01
Soybean,24.286753332888054,60.16115455430436,190.4495478444243,29.327025341151394,Aphids,40.45
Potato,27.384882200017728,78.86395146165657,216.39428640613806,59.03696717917147,Late Blight,36.3
Cotton,32.412783831594545,88.22638973273588,143.38223786389332,57.80235718059666,Pink Bollworm,28.02
Cotton,21.638963154644323,92.69809834777111,109.78745415843707,52.34844271035303,Pink Bollworm,55.72
Cotton,20.93686390428607,94.17323814930303,112.07976384235555,35.52162445021161,Pink Bollworm,45.06
Cotton,33.8957391009513,50.9558047214882,119.21086707945427,44.38610212152803,Pink Bollworm,48.91
Cotton,30.38798647305662,56.72175647040609,74.84889709292031,27.935776270850674,Pink Bollworm,52.18
Soybean,24.181398086218294,60.53524819336016,239.36200475952404,10.443164255673445,Aphids,59.91
Rice,30.152319482860932,91.42346497245586,73.6548490865483,10.715763883352999,Stem Borer,49.51
Soybean,32.51216895501014,87.02380659767596,35.71257182520965,47.671396112848456,Aphids,50.76
Potato,29.878107735050826,88.30579663977932,211.48035991943303,40.68020571187292,Late Blight,23.54
Rice,27.314417145008164,53.88246673358025,101.88575775810772,30.35532445628138,Stem Borer,22.64
Grapes,25.23230800954219,55.54990493956574,202.05880250230555,57.38440129822354,Downy Mildew,22.89
Potato,34.32672810937552,76.12882996683726,74.89141948846847,13.843103763808175,Late Blight,40.02
Cotton,31.91773316736123,85.35432386333491,12.55650286599344,13.645091768395176,Pink Bollworm,36.11
Soybean,24.42935741071915,61.619216152802395,70.2511247271784,50.17413716484423,Aphids,57.17
Rice,26.076540417913495,95.30555010662485,80.3739253119705,33.82184931718958,Stem Borer,29.04
Grapes,29.60714063263766,98.94905575874044,150.87327401084465,27.890704205677444,Downy Mildew,45.91
Soybean,21.843810176980814,94.43295401326993,125.77098769495909,32.4674871019821,Aphids,43.43
Potato,29.371757941841036,53.58879031132565,170.6543053058506,22.09658401577648,Late Blight,48.56
Cotton,32.33802191576295,90.197925377626,138.12524185197228,36.00849461553756,Pink Bollworm,25.72
Rice,31.63019225604703,63.570469022335715,124.17385570448664,24.213704646375835,Stem Borer,25.35
Rice,29.443365453376046,52.71660174114519,187.16130853155,25.87933976305583,Stem Borer,20.01
Rice,27.66693708855845,52.34259542638016,69.04238945522486,45.348824372785806,Stem Borer,22.51
Grapes,32.59007738534004,50.19099613292916,61.705967300475564,47.04520280760357,Downy Mildew,32.65
Soybean,21.528385820990202,68.0116959400214,67.59832159613138,52.13559510802774,Aphids,32.53
Soybean,31.833987076640106,94.59360724053673,108.45435489413238,55.4971571927196,Aphids,35.09
Potato,34.461176247351624,54.46447622627865,171.7548166258107,34.69070202284644,Late Blight,35.51
Potato,29.490678181229015,85.19285458171656,1.0908174125772718,18.347654437359935,Late Blight,48.52
Rice,29.995781203673097,98.30237525643386,190.25944756269575,57.5386353865669,Stem Borer,48.1
Cotton,24.47078312959165,55.268246112542826,195.4559658362339,42.2074610737958,Pink Bollworm,21.93
Cotton,25.400756988514676,97.8399907742143,125.1002864275503,31.636456800985233,Pink Bollworm,38.31
Rice,23.133240860077457,68.43535854323976,92.45331399679415,12.61775100937362,Stem Borer,50.7
Rice,26.247566478558184,91.10899434082117,212.58700027997384,20.599702734932904,Stem Borer,46.29
Rice,27.084227062444725,94.00783689607425,53.93516979411353,43.89066001550221,Stem Borer,44.31
Cotton,24.42952216357749,56.83004518255863,162.90994011931915,46.92987290661654,Pink Bollworm,32.63
Potato,29.672489060334705,69.75654538057516,178.30172082065442,19.960763744702653,Late Blight,55.61
Grapes,24.311143946983698,68.38929938780765,14.522988020087446,15.57561061606382,Downy Mildew,40.63
Potato,24.013890150919572,91.77401128710972,3.6733471637384607,28.95470243359681,Late Blight,33.49
Rice,20.289914463764017,56.21841995002551,103.41066872965882,34.64322922237233,Stem Borer,36.17
Soybean,27.964065176181407,79.75658374528408,2.4809552819589076,33.204757972675196,Aphids,58.54
Grapes,27.78548420194323,83.87711337294766,77.9659644792208,48.699568907638124,Downy Mildew,50.92
Soybean,27.819440714812085,98.80069116396068,31.387553690663346,10.84738324447905,Aphids,50.81
Grapes,32.10733306047324,56.01036145602881,66.39570823965151,10.877618168331445,Downy Mildew,31.73
Cotton,31.597128108780073,75.89802638562895,87.02389829207202,28.586964745316514,Pink Bollworm,20.05
Cotton,24.497007913478537,82.32293708189653,243.54861095408927,52.353041349194974,Pink Bollworm,20.94
Grapes,33.47840907012259,89.15992066493129,195.0940308927451,32.89978795017858,Downy Mildew,35.92
Rice,24.54373593249789,53.284742947718286,57.05884087342478,22.330181748901232,Stem Borer,39.36
Soybean,31.21166609895041,73.69049141989733,14.461112361790152,57.88949004941019,Aphids,57.71
Potato,31.777843147226125,99.56639507821103,136.12058320006574,58.138417512660304,Late Blight,23.02
Grapes,25.48521122392057,61.26906340033829,48.958271033567506,17.040147444633803,Downy Mildew,44.9
Cotton,31.719827836209575,78.91491997101804,36.740677397052416,50.55618849667354,Pink Bollworm,85.9
Rice,25.822485591904933,83.70651477680315,64.97624481070821,27.259610424710527,Stem Borer,56.7
Rice,24.357567585071305,73.49941340789684,222.53528434900366,45.386067513376375,Stem Borer,22.49
Rice,22.209545664184557,50.392079538595844,157.73044755729086,32.38367127052092,Stem Borer,25.37
Potato,34.36901181585156,76.482986197281,60.473323528222295,35.03017855773538,Late Blight,47.18
Soybean,21.143588269603466,63.7351907523946,201.7413727209984,32.98324352013306,Aphids,41.86
Grapes,26.49224003314204,52.194997132150256,41.437444955038984,32.27708193709454,Downy Mildew,28.37
Grapes,20.74968542989518,92.18248320259119,245.29813229102896,49.65714369983697,Downy Mildew,54.15
Potato,23.62965695475568,98.03134877565998,49.231426113357095,57.571490518091615,Late Blight,59.79
Grapes,30.67584208619073,99.0571865895911,142.38494489177592,22.977089158804517,Downy Mildew,37.48
Grapes,28.903414030681787,53.65407810135075,155.58581615431152,59.058891838114725,Downy Mildew,27.6
Grapes,31.88892674432575,95.39493968898097,235.92539820505522,58.00678022027236,Downy Mildew,40.86
Rice,34.65961861987255,87.86551035672194,40.41785905924048,33.845005323398496,Stem Borer,48.73
Grapes,23.71010473728625,82.03075917744437,166.65011976165482,18.134987190428294,Downy Mildew,42.6
Grapes,31.574403664679117,74.9447832267971,3.0257791940268564,10.451923453964609,Downy Mildew,34.28
Cotton,33.89291102647673,61.43383898018044,158.5909222179218,21.10379353466603,Pink Bollworm,32.87
Cotton,32.72063134402226,86.44307211349735,23.849819328302658,31.43510104932168,Pink Bollworm,21.17
Cotton,27.213352199045133,83.1217005850534,29.62565589953789,24.444246945458282,Pink Bollworm,35.91
Potato,33.79296536984074,99.66275077114821,11.227824748903965,48.0503961747696,Late Blight,34.87
Rice,25.8868727934422,87.71324866735114,229.60660803635216,57.54642972512742,Stem Borer,43.08
Grapes,25.35681738950754,89.37745429293896,62.750345815575066,38.20370144167589,Downy Mildew,34.34
Grapes,29.84946610561814,62.019945644675346,47.898236433706444,55.91195433377185,Downy Mildew,24.07
Soybean,27.589368616023975,61.04263914815044,9.732490831416863,11.800940914571319,Aphids,27.01
Cotton,33.001555317590004,64.12393719885134,237.61479264382393,39.08111464945968,Pink Bollworm,37.46
Grapes,28.701332520041817,75.83491926131339,189.6940634393313,24.12480329864261,Downy Mildew,34.12
Rice,33.41141453799876,97.32282565752027,223.13955687161862,30.97239969786568,Stem Borer,51.21
Soybean,27.14503599951648,74.87699260730511,51.170027264320986,39.55651516292582,Aphids,74.65
Soybean,24.973470486007905,92.75151008099675,51.76895230271381,13.55791425867164,Aphids,22.76
Grapes,34.11176780754662,75.34602189809173,102.35301795425458,50.543929050395924,Downy Mildew,53.43
Soybean,24.98286549673407,84.68090287368976,192.78070396297164,42.73253434329773,Aphids,26.06
Soybean,33.138246252755856,76.95472763680044,70.61810659250092,31.261409271884695,Aphids,21.5
Rice,21.918002018336264,88.27733752579304,0.0029086888415352785,30.82829142411461,Stem Borer,40.9
Potato,20.819516300014584,98.65390814861664,56.531332812417986,25.20993598181404,Late Blight,32.16
Cotton,23.456249931760247,50.07369110431557,182.33619852199908,58.34227498996427,Pink Bollworm,28.97
Grapes,29.945707877051337,87.09481634793576,212.1063447726312,31.131459850680457,Downy Mildew,32.12
Soybean,24.879427010345466,85.63106665492563,204.194866626409,19.080698387830132,Aphids,34.84
Grapes,33.52910295123725,90.33467598473696,246.21460069061897,47.712412984104034,Downy Mildew,35.73
Rice,28.859567509919565,83.05071271236602,19.613954079280987,37.224847955193255,Stem Borer,48.37
Soybean,22.509819560015906,89.03158587127785,145.94319512852792,57.61108928487973,Aphids,21.7
Rice,23.979892063332006,80.0776939649912,74.13997805148267,45.721208203562114,Stem Borer,50.36
Soybean,21.537739460997116,75.69272321033839,127.22263889776397,28.464038510777055,Aphids,57.32
Grapes,32.41259479809832,84.86046909548185,178.5816589337494,33.085807190655956,Downy Mildew,56.84
Soybean,30.41893140879928,86.44905308279081,215.42272594683632,23.70357946710955,Aphids,52.28
Soybean,22.928609044347382,67.26709761224438,83.90261356746068,58.926273419457026,Aphids,54.26
Potato,30.517547923853897,86.35283808076952,140.51819860064276,57.35453335542596,Late Blight,39.85
Soybean,25.70776564804842,58.15176684657955,196.55141306526448,46.72219660377957,Aphids,35.37
Cotton,20.37790120938844,91.94986638590053,2.854495863518408,45.18498898145255,Pink Bollworm,58.81
Soybean,26.56491992222305,61.74867024979764,176.21775251084543,50.85640710077926,Aphids,41.86
Potato,34.50552912884219,52.583436082898054,126.19889957613204,45.9226973661275,Late Blight,54.51
Soybean,22.68883417861685,90.00017408818407,138.17676892963632,29.82768409949816,Aphids,25.27
Potato,32.97943638363368,57.863660408985766,77.4469648022748,24.502276598121846,Late Blight,54.86
Soybean,30.09054491313347,89.83406985956861,62.61697469812474,41.243704980349946,Aphids,42.87
Soybean,32.492455651824066,95.30435302406303,3.039192869346702,43.700995952939635,Aphids,22.07
Cotton,28.23287997616034,64.38163645218391,76.6941498805353,27.64792517261783,Pink Bollworm,44.85
Potato,25.01074948503154,86.63495252951401,101.13184639346743,13.41766001549793,Late Blight,51.35
Potato,24.28637486889059,71.63834397996314,171.36097080547538,26.6228078574356,Late Blight,22.26
Grapes,25.608815705192203,97.22242913471517,160.43359932463954,43.57395743336035,Downy Mildew,45.29
Grapes,22.98488208439155,70.916693205114,187.73494959082956,15.068644877657958,Downy Mildew,31.11
Grapes,24.144786626987802,71.6009463797253,245.09218523554625,13.375127334191097,Downy Mildew,40.75
Grapes,22.690470230183156,98.53382727048721,28.32587618186605,30.180050118079564,Downy Mildew,88.45
Cotton,30.56831642041168,71.13643184469662,86.63104198817956,29.88061892764353,Pink Bollworm,30.57
Potato,23.079994080602,74.1519848779445,67.13343901690183,24.373083244862507,Late Blight,46.27
Soybean,34.52805997549838,80.18186002796875,19.244866766241568,13.779180692703349,Aphids,58.06
Cotton,24.459361854610005,54.60334930412377,149.76114678759538,41.182438914513305,Pink Bollworm,45.94
Potato,24.011030417863118,50.75553421072375,241.25384236361796,22.544652284555124,Late Blight,47.04
Grapes,30.599448048180644,80.50037085397429,78.22684855341205,23.554812688203288,Downy Mildew,43.91
Grapes,32.99143450417537,97.33668644616978,26.476451100939407,17.741430629885993,Downy Mildew,57.79
Soybean,31.04802842502189,94.14969124148865,50.65815853383579,39.37929355547009,Aphids,48.05
Rice,30.201678281704588,70.4075845433349,3.848722922827119,39.14630284021315,Stem Borer,30.12
Rice,26.753813692143353,97.87905075419087,99.75882941060868,51.990080333221336,Stem Borer,27.54
Grapes,30.086907470375433,98.85034772194717,25.4732752182342,10.415997111359601,Downy Mildew,37.34
Cotton,21.38938224577051,87.41921748381156,228.63716596213973,31.701048635437942,Pink Bollworm,30.35
Rice,26.516049785099145,86.17239089250005,2.2635403950927446,39.47269947423486,Stem Borer,44.53
Potato,29.565323703439034,62.10110399904386,178.5131808445317,14.56957431658882,Late Blight,27.97
Potato,33.16205069981723,86.93615753632832,3.436388502836313,22.41881301849001,Late Blight,28.58
Potato,24.06209492055459,62.377988513994325,15.631573935711435,32.94702582984102,Late Blight,49.31
Cotton,29.100975870761545,83.643583429904,20.287294634059787,57.57453550883936,Pink Bollworm,53.54
Soybean,32.07635477743494,91.14919025208837,233.17762703319033,37.21269830568488,Aphids,28.01
Soybean,29.251754117788117,87.14407468339695,184.47934833850636,36.072451208344006,Aphids,22.74
Rice,25.566694076451917,96.03833042316786,146.1122274393565,36.91659716278567,Stem Borer,30.75
Soybean,25.526733798748683,94.76730445765847,166.61576188170892,49.36935133761664,Aphids,38.17
Rice,29.453708291842368,62.41918043716038,176.36520757087158,31.380066685166867,Stem Borer,37.7
Grapes,29.739834868653226,96.81403107344633,16.001586652155233,51.23716186735038,Downy Mildew,31.7
Potato,26.658791817595667,51.09566643875045,75.26151945857826,35.13156213150653,Late Blight,22.25
Cotton,27.36643594074748,96.35553144292138,26.348304526951306,48.22203640377522,Pink Bollworm,36.39
Soybean,29.82760571786507,63.01182989926147,39.87306563533957,18.023130713561322,Aphids,22.82
Soybean,22.784700573518645,83.21096924944841,220.422652960877,50.70628427955809,Aphids,47.41
Potato,21.65647795116654,64.45937231479749,77.45171883061724,22.49784731988106,Late Blight,40.6
Potato,28.033307223195088,67.84429875855551,88.44728968410901,51.42777989530407,Late Blight,51.57
Cotton,24.616937475211184,95.68942219366296,238.2037542506265,26.33712710150204,Pink Bollworm,34.18
Cotton,27.584512301329383,97.05604062668368,219.07985828557787,15.128398129179491,Pink Bollworm,35.71
Rice,28.30056784624658,75.156623627577,48.465766984223166,52.940838558407734,Stem Borer,47.08
Grapes,32.568625622777056,92.93821396747362,187.08896341643495,31.960530062485866,Downy Mildew,44.42
Grapes,22.405481091796148,83.68227087374538,44.81331393482019,44.69747952550784,Downy Mildew,29.18
Cotton,21.7632695022533,58.26422450714787,0.498033804767567,45.93698089267651,Pink Bollworm,49.3
Potato,27.724000248698893,58.06814005276918,20.888584377672437,10.95644832186435,Late Blight,26.63
Rice,33.362833024747204,62.07684208508409,88.56783180430392,15.267274224066659,Stem Borer,28.89
Grapes,27.788368561703077,80.38763415478263,61.33807854155277,12.88660796125586,Downy Mildew,35.64
Soybean,23.513050563895014,60.9776961614901,239.96570067836382,40.815024296286204,Aphids,42.28
Rice,26.236626552849827,71.44721667150722,135.2262509595202,44.82149035180536,Stem Borer,87.55
Potato,22.575408615581743,75.00563760383135,102.9895237585255,53.52634831346921,Late Blight,45.26
Cotton,27.98756099623973,55.76973210894587,151.40947233085285,15.86019528401167,Pink Bollworm,33.49
Rice,22.142629472214978,84.60368235121845,51.56302845903815,29.5929686594013,Stem Borer,55.83
Cotton,23.064745750984553,75.39025319793896,104.8179152915055,10.906202052286487,Pink Bollworm,51.71
Soybean,21.035688594718994,73.71275104884768,140.1695737347375,41.42132283072935,Aphids,47.55
Grapes,23.799085752840725,50.49893883292247,180.860915588728,36.78282996737893,Downy Mildew,53.44
Grapes,32.320825443510415,92.16630838939416,121.27366499488504,26.681419791843282,Downy Mildew,51.66
Grapes,26.769411695438823,59.17210982017173,213.7435048903686,54.127993838617364,Downy Mildew,38.65
Grapes,21.135495909646814,69.39130449584655,200.88441486565085,55.088701427311435,Downy Mildew,28.14
Potato,21.004604180379072,93.86752265664194,97.35123474471882,37.08804821337816,Late Blight,58.72
Grapes,20.99847091871334,82.41590037260478,18.52635564371677,28.77344642332502,Downy Mildew,52.15
Cotton,26.502083491334517,99.85911769514752,139.76482123665053,26.058107631797675,Pink Bollworm,28.8
Soybean,25.25780801429243,68.62666368797754,17.178419430990242,28.47870997133866,Aphids,81.61
Cotton,30.84106628358207,82.83647423608039,177.19141380728857,10.418184093842855,Pink Bollworm,28.71
Rice,29.925264325997848,74.19946840898736,1.3283689170864865,50.22473212159112,Stem Borer,50.91
Potato,28.22628744490344,53.3231662888136,191.62876238314615,39.1856793865682,Late Blight,51.28
Cotton,31.276204885937606,90.15010359789186,129.5020166011562,17.01622590967575,Pink Bollworm,46.85
Rice,29.30710677577956,87.11265935995436,42.470251512683824,19.74875999501446,Stem Borer,55.62
Grapes,31.249666976781064,95.41142443501614,189.6788302909802,39.857765299515094,Downy Mildew,46.17
Soybean,33.33691885910015,78.94033772559703,158.09783108209686,17.823835800180028,Aphids,38.96
Soybean,30.745956679371485,63.54713491581827,50.56354513113373,25.69134041122078,Aphids,29.66
Grapes,23.22368955554594,71.24254214340435,226.95962847088353,35.35298233693591,Downy Mildew,27.52
Grapes,21.154575040713112,84.80780725689627,95.69969110909696,51.09154732926796,Downy Mildew,46.38
Potato,31.94362175812053,63.59730197092244,173.08973061526453,23.203099234685936,Late Blight,57.56
Soybean,29.545614223000616,66.2255900087671,67.37796557306817,19.546329253582176,Aphids,47.79
Potato,23.280734194968908,79.76516329637445,66.15875673133934,43.09844723969343,Late Blight,52.6
Potato,31.670378647169798,88.04256654653909,46.93060142306302,14.419247349225936,Late Blight,47.96
Rice,25.52520820691527,71.61731132016736,7.787273198347766,22.978822463752458,Stem Borer,21.35
Potato,33.187786589018714,62.16983416092653,139.334292393252,11.948966033056521,Late Blight,46.67
Cotton,24.84541018631141,94.89595934788329,222.02954723350896,26.264530918087388,Pink Bollworm,56.04
Rice,34.94236510248168,91.2707832061974,211.21783693880724,22.450436805454494,Stem Borer,43.07
Grapes,21.008838709510517,54.745896841083486,249.72315300832264,26.331962471295547,Downy Mildew,49.93
Cotton,32.099975795402244,92.90116355036146,249.40707435053912,22.074824262843393,Pink Bollworm,21.61
Soybean,26.167872769918787,56.504033491447345,5.606472290513781,28.021341357074306,Aphids,51.35
Rice,28.492710368376063,65.6388994605177,163.58550137317994,21.600909015440536,Stem Borer,20.58
Rice,31.46530079654641,81.18715424320045,190.57565612524,11.94690083438328,Stem Borer,90.93
Potato,29.292893000544552,78.169767535632,156.1535120286329,53.2216623434182,Late Blight,43.48
Cotton,28.714255698322688,99.53395785328829,189.182541767142,32.114690272556764,Pink Bollworm,48.3
Potato,25.838457075376827,61.44377312417495,149.21296922193986,56.409104905697575,Late Blight,57.17
Rice,25.128579171582356,76.38387331108476,52.9089746424653,59.78155547494417,Stem Borer,59.24
Rice,29.742633945611708,90.22070298387368,178.775040320925,39.657910951973406,Stem Borer,22.13
Grapes,26.821465138289916,83.73931510837053,169.38290347092118,28.65613092111918,Downy Mildew,57.67
Potato,22.510355483551713,75.01797231077803,172.7209941377057,44.85679029459046,Late Blight,45.95
Potato,24.1293232017779,57.8103284343311,158.9850817066777,39.96510580697189,Late Blight,27.17
Rice,30.57708718355845,72.75859958668282,166.94014790078822,51.868353988507536,Stem Borer,74.24
Potato,20.28717301995255,88.95512931978934,152.42435628815397,44.98197848110608,Late Blight,53.53
Soybean,32.04216402236751,98.04600734644123,133.98376971302955,34.42478163299527,Aphids,36.08
Soybean,22.30536564266307,78.63036164410113,69.2531310814947,56.06537561064877,Aphids,43.33
Cotton,28.892602707621652,67.74623304385051,12.997337994426871,11.587188268649431,Pink Bollworm,80.58
Potato,21.26848067145857,80.34234777700695,220.24325140991436,54.14574082593611,Late Blight,46.36
Cotton,23.168477472093965,93.14984156794361,221.52335882830204,19.832679247647935,Pink Bollworm,49.5
Cotton,24.297793233906845,90.13201561764649,249.30947497590066,11.501300266469642,Pink Bollworm,55.89
Grapes,29.33945800397987,98.66913095824106,116.2523793816069,52.369396528568686,Downy Mildew,22.5
Soybean,25.029185751174435,53.3508268875605,243.83578336976763,50.84869536359184,Aphids,54.1
Cotton,34.06947847150841,54.25517430598927,96.39939812833335,13.551744452200106,Pink Bollworm,28.43
Cotton,23.440486655565085,73.45536055237893,67.14054186341065,15.048905340888055,Pink Bollworm,26.7
Grapes,22.209133453281364,98.65383989561491,189.8231267296184,58.3880732634781,Downy Mildew,37.59
Grapes,24.17552722493985,89.91465986045932,81.5634795102867,24.969168685267412,Downy Mildew,29.3
Grapes,21.94518467336353,62.8231530508383,88.82993711847192,43.69971040728652,Downy Mildew,22.5
Cotton,23.157604094980144,90.45118201458382,36.73048089594269,27.132257326126076,Pink Bollworm,54.59
Cotton,22.32387966715164,54.13684178090949,121.13449877000271,25.12097556392682,Pink Bollworm,42.54
Grapes,32.05707335725213,56.857424407637154,145.17477113857126,35.275438019493194,Downy Mildew,25.76
Rice,29.359977282934736,63.68202089303858,121.95857963600312,14.113616213853094,Stem Borer,38.38
Grapes,24.596952020642306,91.11906055926772,14.24468174934207,30.930363745916498,Downy Mildew,38.34
Rice,30.87509114448678,78.71437875451055,166.80308429854526,48.8524642825878,Stem Borer,91.56
Rice,24.708132450837056,76.90113526819515,210.02701960979996,59.472556548252825,Stem Borer,55.58
Potato,25.572008939365652,59.75832586093252,122.34813435164718,47.08207259180211,Late Blight,39.7
Grapes,27.247712949705026,91.91152105409003,90.35094476679659,52.98973374058228,Downy Mildew,36.27
Potato,24.92349658517509,72.69949555998495,190.61173966871712,16.300101393199714,Late Blight,27.86
Soybean,34.27167238494638,58.77458136906787,141.93182948276365,38.96572333309689,Aphids,39.58
Rice,29.67117872865228,61.49133628988092,138.16556694418705,28.608662762344856,Stem Borer,46.47
Grapes,22.118353150597244,78.54387084197381,46.317588845830926,23.93215315575182,Downy Mildew,28.75
Grapes,22.742566698032256,91.28554757803334,71.42689191522258,56.35618909322247,Downy Mildew,58.8
Cotton,28.56890704905646,57.15005613328632,93.63706084489532,49.8866131674107,Pink Bollworm,34.7
Cotton,21.30525827454183,77.8392455464094,211.2802128740087,49.79631935717512,Pink Bollworm,27.0
Potato,30.091469216187,61.025213171782354,54.55188363804306,53.70358866525926,Late Blight,29.99
Soybean,23.94871019777017,50.03266953806498,217.66725853137942,49.62974066045673,Aphids,45.09
Grapes,31.253986459082633,57.60242837122459,114.58089864689386,27.560969367439043,Downy Mildew,23.75
Grapes,27.29195727822386,96.03698251713178,10.01477976267362,24.573045674689695,Downy Mildew,28.3
Cotton,23.572199804985445,95.42172759396877,117.01726355857254,33.31497064699094,Pink Bollworm,50.42
Cotton,22.317383060073887,74.36326770500254,107.49630353026492,39.8455345273328,Pink Bollworm,59.98
Grapes,31.54173341123071,69.89328515087136,206.88826306851175,18.53541816562401,Downy Mildew,21.22
Soybean,23.066725586964097,67.02057780571297,127.64518936488997,40.756457027059994,Aphids,56.42
Potato,27.647810143256866,75.06378223128647,12.560752455745533,11.745577632811191,Late Blight,42.05
Soybean,26.57267919872517,91.95901974901493,40.16989617796129,11.24858310585248,Aphids,37.96
Grapes,23.562178351283862,52.480718666941875,181.14957171190724,15.579649997862374,Downy Mildew,44.33
Grapes,24.215746252503337,58.674802517751104,94.93788072982936,50.072288811147686,Downy Mildew,35.68
Rice,31.261544738165835,56.27431483995753,193.19285491626977,21.846666245332433,Stem Borer,47.1
Grapes,28.486723322614946,96.45723586058438,96.83062949382851,13.308259441722022,Downy Mildew,20.77
Soybean,32.4028784145913,76.23678188307161,193.8110129587373,21.721280000575735,Aphids,33.8
Cotton,20.451558083169783,98.07461622870561,166.96697667520334,56.66025438796531,Pink Bollworm,30.62
Soybean,29.171954168384914,83.92499841463189,79.3874250643971,52.405461750781505,Aphids,57.89
Grapes,33.272826765440065,86.95334879696863,69.3661699312385,24.080802105281585,Downy Mildew,58.53
Grapes,20.15426743903538,85.80249866210723,176.56154063881556,41.134477047489874,Downy Mildew,59.6
Rice,24.678191536455877,66.99859318966242,19.734850736638887,32.13990682718688,Stem Borer,30.44
Potato,25.15080053266466,91.72858951278138,233.87112838187394,19.28665360025928,Late Blight,34.9
Cotton,33.92945843173091,53.09042303446113,23.09013202784463,18.139549460311468,Pink Bollworm,43.81
Rice,22.257084065089963,98.40381907253668,111.67863181463008,35.07589801750832,Stem Borer,29.87
Cotton,27.064403786521,83.09568163185057,187.7942842385107,47.69340413549565,Pink Bollworm,43.12
Soybean,33.56539662490786,90.87039236530546,189.26202867465636,12.780276084023031,Aphids,20.28
Cotton,23.186709157932093,83.17617969567262,102.79937222063646,30.120312964965585,Pink Bollworm,55.38
Rice,33.433442721977585,95.45876320267928,78.46951912875683,44.55279063696309,Stem Borer,30.87
Grapes,22.859147496116748,59.23162286736846,85.52690521589851,31.497880988991085,Downy Mildew,53.24
Grapes,21.798366402090682,86.74629236974471,132.86372854732633,24.397267133799623,Downy Mildew,39.71
Cotton,24.49913104665534,79.8040977619153,108.46098071381105,18.22027645394394,Pink Bollworm,24.66
Potato,28.200435231081954,95.12065166430517,85.9894216394214,46.65000536113116,Late Blight,46.35
Grapes,33.97332371464221,91.04905086495705,141.65131472636574,42.85152491170537,Downy Mildew,55.94
Soybean,25.992781768804022,66.33973529288886,2.702770908799085,51.32755370957321,Aphids,52.04
Soybean,21.566817771502272,78.84286905663501,115.99542454172185,15.935454775455574,Aphids,59.22
Rice,23.220438311950332,53.36170900452806,148.7118448754774,46.943333856651634,Stem Borer,21.3
Grapes,29.880764580905332,76.61459379757272,25.816252218762102,18.626193847318103,Downy Mildew,42.72
Soybean,24.445364202699324,96.9157864325658,204.6850573710127,59.17836032568315,Aphids,30.39
Soybean,34.545854491969656,71.56169348957789,86.87969882843866,12.517476348467662,Aphids,22.11
Potato,30.38016883919982,72.8964497217014,56.63040650902643,40.698515316261634,Late Blight,30.11
Cotton,28.66447631516634,67.96043734913451,205.88805665295476,51.034808038338966,Pink Bollworm,39.09
Rice,25.262286640025234,68.12798982795474,201.42863141705448,26.4089741398806,Stem Borer,28.36
Rice,21.270325128129603,73.33465604422042,120.53302472996047,52.04543552014536,Stem Borer,28.85
Soybean,25.714869105025997,90.42028694468455,205.90590268724338,29.23055379893841,Aphids,38.36
Soybean,24.549288362739244,96.6277439209656,29.660941435395078,56.6874711500735,Aphids,47.35
Grapes,27.973582290300968,51.632953039224795,118.89904795550207,30.387405250136613,Downy Mildew,26.45
Soybean,29.846144052509853,98.55754536841428,140.54720276613128,45.73766382219729,Aphids,22.74
Rice,26.265004937254922,55.81792425822479,153.1989588841276,56.92410791070773,Stem Borer,46.47
Soybean,21.152045724716324,67.73331024925415,137.66584486021287,30.160387806662612,Aphids,53.35
Cotton,32.22006507064984,80.59155100516108,93.36448628317632,22.766818688162207,Pink Bollworm,24.23
Rice,25.323465252298313,70.65862586038597,168.9557312760184,42.90799121487867,Stem Borer,22.8
Cotton,25.928889731467365,59.0889433608681,39.20317632920142,51.36510748686229,Pink Bollworm,21.68
Rice,26.28774313853182,58.41018278832591,219.8325539196185,37.85202566375176,Stem Borer,29.26
Potato,27.536409307495646,86.5743179851558,239.52950222985845,21.02230021227095,Late Blight,55.45
Soybean,34.014561712512354,95.82102722660332,158.85358921547746,41.49103272173538,Aphids,36.13
Potato,31.28596823455682,76.56470091754659,169.35951780707362,31.42289519243977,Late Blight,49.26
Grapes,32.36707276406824,57.32181283014081,208.232428893557,37.014826589515366,Downy Mildew,53.79
Rice,26.46952559511522,68.95202426915175,228.7651831293056,22.558463377420065,Stem Borer,53.77
Cotton,27.260308587641063,75.70477212756299,77.117070372371,38.65211003095078,Pink Bollworm,33.01
Rice,20.589041213624785,63.5999302672178,1.5947608516476697,58.91773935284283,Stem Borer,58.63
Rice,25.927329462084575,86.4185427169823,86.45152460260624,43.5546578542988,Stem Borer,52.22
Potato,34.20134367038361,70.0106137924836,195.82449573901192,23.29642253160594,Late Blight,59.61
Cotton,20.386543981465266,80.17644032505605,164.8764954128318,44.402277853706444,Pink Bollworm,24.82
